FOLIO,EDAD,SEXO,NSE,adophomo,matrimonio,Aborto
4184011,18,2,2,4,5,1
4184019,25,1,3,4,4,2
4184021,21,2,3,4,4,2
4184037,22,2,3,4,2,2
4184040,27,2,3,2,2,1
4184071,29,2,1,4,1,3
4184088,24,2,3,4,4,4
4184089,29,2,2,2,2,5
4184115,21,2,3,5,2,4
4184126,17,1,2,5,3,2
4184127,29,1,2,5,3,2
4184128,23,1,3,4,2,1
4184131,27,2,3,1,2,3
4184163,17,2,2,4,3,1
4184165,20,2,2,2,4,1
4184166,15,2,2,4,3,2
4184167,20,1,2,3,3,1
4184168,27,2,,4,4,1
4184169,22,2,2,4,4,2
4184170,26,1,2,4,3,5
4184171,18,1,2,2,4,2
4184196,19,1,2,5,1,2
4184197,24,2,2,4,3,3
4184205,29,1,2,4,4,2
4184215,22,2,2,5,4,1
4184261,29,1,3,2,2,2
4184335,22,2,3,3,3,2
4184337,24,2,3,5,2,2
4184340,20,2,3,4,3,2
4184341,19,1,2,5,2,1
4184368,24,1,3,1,4,5
4184401,26,2,1,5,4,1
4184427,18,2,3,5,4,2
4184428,20,2,2,5,1,5
4184429,29,2,1,4,2,2
4184435,24,2,3,2,1,2
4184447,27,1,2,5,4,2
4184457,19,1,3,5,4,4
4184458,17,1,2,4,4,2
4184459,19,2,2,1,5,3
4184472,18,1,2,4,3,4
4184473,20,2,2,4,4,1
4184474,29,2,2,3,4,3
4184475,18,1,2,4,3,
4184489,17,2,3,3,2,3
4184490,26,2,1,5,2,5
4184491,20,2,2,5,1,2
4184498,27,1,2,3,2,5
4184500,25,1,2,4,1,4
4184507,19,1,2,2,4,5
4184508,24,2,2,2,2,5
4184509,24,1,2,2,2,1
4184639,15,1,2,3,3,1
4184646,16,1,2,2,3,1
4184654,22,2,2,3,2,5
4184655,17,2,3,2,2,3
4184663,25,1,3,2,2,4
4184665,16,1,2,3,3,2
4184677,21,1,3,4,2,1
4184680,20,1,2,3,2,1
4184685,28,2,2,2,2,4
4184687,21,2,3,2,4,4
4184691,28,2,2,4,2,1
4184697,20,1,2,3,2,3
4184701,23,1,3,4,2,5
4184718,23,2,2,2,2,2
4184725,17,1,3,3,4,1
4184728,23,2,3,3,4,1
4184734,17,1,3,4,4,3
4184737,28,1,2,2,2,3
4184757,27,2,2,2,2,4
4184759,25,1,2,4,2,2
4184763,23,2,2,4,3,4
4184769,20,2,2,5,2,4
4184779,20,1,3,3,2,4
4184782,28,2,2,3,4,3
4184783,22,2,3,4,4,4
4184791,28,2,3,5,5,3
4184800,25,2,3,4,4,1
4184819,26,1,2,2,2,5
4184821,23,1,3,5,3,4
4184831,17,1,3,4,1,1
4184858,20,2,2,4,4,2
4184864,16,1,2,4,3,2
4184887,16,2,3,4,2,1
4184889,29,2,2,4,2,1
4184890,20,2,3,5,4,4
4184958,27,2,2,4,2,1
4184959,22,2,2,5,2,4
4184974,28,2,,1,3,2
4185003,15,2,3,4,4,3
4185087,19,2,3,4,4,3
4185090,22,1,3,3,3,4
4185098,22,2,3,4,1,4
4185489,27,2,2,2,2,1
4185659,23,2,3,5,3,2
4185704,26,1,2,4,2,3
4185705,22,2,3,5,1,4
4185706,27,1,2,5,4,3
4185707,28,2,2,5,4,3
4185847,24,1,3,3,5,1
4185897,26,2,3,2,4,2
4186033,28,2,3,3,3,4
4186260,26,2,3,2,4,1
4186271,27,1,2,3,3,4
4186286,27,2,2,5,4,5
4186288,19,1,2,4,2,2
4186296,24,2,3,2,2,3
4186346,23,2,3,2,2,3
4186385,17,2,3,3,3,4
4186417,21,1,2,3,3,3
4186441,21,2,2,5,1,3
4186558,26,2,2,4,1,2
4186561,18,1,3,5,3,3
4186566,17,2,3,5,4,5
4186632,17,2,2,5,3,1
4186636,29,2,2,1,5,1
4186668,29,2,3,4,2,2
4186669,24,2,3,3,5,2
4186690,29,2,3,5,4,5
4186691,26,1,2,5,1,1
4186734,22,2,2,4,3,2
4186735,21,2,2,4,4,2
4186737,17,2,2,4,3,2
4186738,18,1,2,4,3,4
4186739,19,2,2,4,3,2
4186798,29,2,2,1,4,1
4186850,19,1,2,1,5,1
4186864,26,2,3,2,5,5
4186884,18,1,3,5,1,1
4186896,22,1,3,1,1,4
4186897,21,1,2,1,3,1
4186899,16,1,,4,2,2
4186940,17,2,2,4,2,1
4186968,16,2,3,2,2,1
4186969,17,2,3,3,3,2
4186970,29,2,2,4,4,5
4187012,22,1,2,3,2,1
4187015,16,1,2,5,3,1
4187021,26,1,3,,5,5
4187030,16,2,2,1,4,5
4187031,17,1,3,5,3,1
4187036,29,2,2,1,5,4
4187044,23,1,3,3,1,1
4187087,29,2,2,1,5,4
4187090,19,2,,4,4,2
4187116,22,1,3,2,4,2
4187117,20,2,1,3,3,1
4187118,20,1,2,1,3,1
4187127,27,2,2,3,5,1
4187128,27,2,3,2,3,2
4187205,23,2,3,4,2,2
4187206,29,2,3,4,4,2
4187208,17,1,2,1,2,2
4187214,22,2,2,2,3,4
4187216,25,2,2,3,4,1
4187217,26,2,2,4,5,5
4187219,24,1,3,4,4,1
4187260,16,2,2,5,1,1
4187261,21,1,2,4,,1
4187326,23,1,3,5,4,5
4187384,16,2,2,2,2,4
4187388,25,1,2,1,4,2
4187391,29,1,2,4,2,5
4187396,18,1,2,4,4,1
4187408,26,2,3,,4,4
4187411,21,1,2,4,3,3
4187412,27,1,2,4,2,
4187413,25,1,2,2,,1
4187443,15,1,2,4,4,2
4187461,19,2,2,3,2,3
4187669,22,2,1,5,1,1
4187672,26,2,2,5,2,2
4187677,27,2,1,3,4,2
4188095,29,2,3,4,4,1
4188121,28,1,2,2,4,2
4188123,16,2,2,4,2,2
4188127,21,1,2,2,2,1
4188147,26,2,2,2,5,3
4188148,21,2,3,5,2,2
4188357,19,2,2,4,2,4
4188360,24,1,2,4,2,1
4188402,20,1,3,4,5,4
4188411,24,2,2,4,2,4
4188412,16,2,2,4,2,2
4188756,27,2,2,4,2,3
4188757,26,2,2,4,,1
4188810,16,1,3,2,5,5
4188813,25,2,3,4,5,
4188817,19,1,3,3,5,1
4188823,21,1,3,5,5,5
4188827,24,1,2,1,5,4
4188831,22,2,2,1,5,4
4188832,27,1,2,3,3,4
4188858,24,1,2,5,2,1
4188859,28,2,2,5,3,3
4188860,25,1,2,5,5,5
4188861,19,1,2,5,4,2
4188902,26,2,3,1,3,2
4188982,21,1,3,3,2,1
4189032,29,1,3,1,3,5
4189060,17,1,2,3,4,2
4189072,26,1,3,4,3,5
4189114,25,2,2,3,4,2
4189115,28,2,3,4,4,1
4189189,20,2,2,4,4,1
4189197,29,1,1,5,3,1
4189207,28,2,2,5,3,4
4189264,27,1,3,2,4,5
4189301,18,1,2,4,3,1
4189317,19,1,3,4,2,4
4189325,29,2,3,4,2,5
4189334,20,2,3,4,4,5
4189343,23,1,3,4,4,1
4189378,29,2,2,4,4,5
4189432,23,2,3,1,5,2
4189618,20,2,3,2,5,4
4189619,26,2,2,4,2,4
4189622,22,1,3,5,3,4
4189631,21,1,2,2,4,4
4189638,29,2,3,1,3,3
4189753,22,1,3,3,4,5
4189793,28,1,2,3,2,1
4189794,29,2,2,3,4,3
4189795,28,1,3,2,4,3
4189797,28,2,2,1,2,1
4189798,26,2,3,3,2,5
4189800,18,2,3,2,1,1
4189801,29,2,3,4,5,1
4189802,21,1,2,3,3,4
4189825,26,2,3,1,5,4
4189826,17,1,3,4,4,4
4189906,17,2,2,3,4,2
4189908,20,2,3,5,3,
4189924,25,2,3,1,5,1
4189985,26,2,3,5,5,5
4189986,17,1,2,5,4,2
4190023,29,1,2,4,2,4
4190095,20,1,3,3,4,4
4190096,25,2,,2,4,3
4190098,19,1,2,2,1,3
4190103,18,2,2,5,4,2
4190106,19,1,2,2,4,2
4190107,24,2,3,5,1,4
4190108,29,1,3,4,4,1
4190109,22,1,2,4,4,4
4190134,21,2,3,3,4,
4190135,21,2,3,,5,2
4190196,29,1,2,4,4,4
4190198,20,2,2,5,2,4
4190202,21,1,3,4,2,2
4190208,22,2,3,4,2,2
4190252,27,1,,1,2,1
4190255,29,2,,5,2,2
4190266,21,2,1,5,1,1
4190268,28,2,2,4,4,3
4190269,26,2,2,5,3,2
4190270,18,2,2,5,3,1
4190271,17,2,2,,5,2
4190272,26,2,,5,2,1
4190276,26,2,2,5,2,4
4190278,29,1,1,4,1,5
4190286,22,1,3,2,3,4
4190287,21,1,3,4,4,2
4190302,16,2,2,5,2,2
4190430,28,1,2,1,5,1
4190431,23,1,3,3,4,2
4190432,29,2,3,4,4,3
4190433,22,2,2,3,2,1
4190442,21,1,2,4,2,4
4190451,16,1,2,5,2,1
4190473,27,2,2,2,4,2
4190490,23,2,2,4,2,1
4190498,26,1,2,2,3,1
4190546,26,1,2,1,5,2
4190547,23,2,3,4,2,1
4190565,22,2,2,4,4,1
4190776,16,1,,2,3,5
4191169,19,2,2,5,4,1
4191170,20,1,3,4,3,4
4191226,16,2,3,5,2,3
4191227,29,2,3,1,3,2
4191228,28,2,3,1,4,1
4191288,24,1,2,2,2,2
4191291,23,1,3,2,2,4
4191294,29,2,2,2,2,1
4191298,20,1,2,4,2,2
4191301,22,1,2,4,2,1
4191488,28,2,3,2,4,4
4191547,24,1,3,2,2,3
4191548,23,1,3,1,1,4
4191550,21,1,2,2,4,
4191770,29,1,3,3,3,3
4191810,26,1,3,4,5,4
4191812,22,1,2,1,5,3
4191815,29,2,3,2,5,1
4191819,17,1,3,4,5,
4191821,16,1,3,5,5,5
4191858,28,2,2,4,4,3
4191861,26,2,2,5,5,3
4191870,23,2,2,5,3,3
4191872,26,1,3,5,3,2
4191874,27,2,2,4,3,1
4191955,17,2,3,5,3,1
4192029,29,1,2,4,4,2
4192032,24,1,3,5,2,2
4192093,25,2,2,4,2,1
4192094,16,2,2,4,4,1
4192095,18,2,2,4,2,3
4192100,28,2,2,4,1,2
4192102,21,2,3,1,1,1
4192103,20,1,2,1,2,1
4192130,28,2,,5,5,1
4192131,18,2,3,5,5,1
4192152,25,2,2,3,3,1
4192172,23,1,2,5,5,1
4192239,20,2,3,5,2,5
4192258,22,2,2,3,3,2
4192307,21,2,2,4,2,2
4192318,24,1,3,2,3,3
4192383,29,2,2,4,4,1
4192384,16,2,2,5,1,5
4192403,29,2,2,1,3,1
4192404,24,1,2,2,4,2
4192406,22,1,2,2,2,1
4192421,22,1,2,4,3,1
4192447,20,2,1,5,4,1
4192469,26,1,2,4,4,4
4192547,17,2,2,2,4,1
4192548,16,2,2,4,3,1
4192559,17,2,2,5,3,1
4192560,27,2,2,5,3,2
4192635,15,2,3,4,1,1
4192679,18,1,3,4,3,2
4192722,16,2,3,4,4,1
4192907,17,1,,2,2,4
4192908,27,1,3,5,3,2
4193037,24,2,2,4,4,5
4193038,15,2,2,5,2,1
4193423,28,1,2,1,5,4
4193527,25,1,3,1,3,3
4193529,24,2,3,4,3,2
4193531,23,2,2,4,1,5
4193767,16,1,2,4,3,4
4193867,25,1,3,4,5,4
4193868,24,2,3,2,2,5
4194033,17,2,2,4,2,1
4194035,19,2,2,5,2,1
4194038,19,2,3,5,4,2
4194056,29,2,2,4,3,2
4194057,22,1,2,4,4,2
4194061,21,1,3,4,4,5
4194062,25,1,3,2,4,1
4194065,27,1,2,3,4,2
4194067,28,2,3,1,,1
4194068,26,1,3,,4,5
4194069,22,2,3,4,2,
4194124,23,2,1,4,2,3
4194125,28,1,2,4,2,2
4194145,17,1,2,4,1,2
4194146,21,1,2,5,1,1
4194152,21,1,2,4,4,2
4194153,24,1,2,4,4,1
4194220,18,1,2,4,2,4
4194221,17,1,3,3,3,
4194223,24,2,2,4,2,2
4194225,24,2,2,5,3,2
4194226,21,1,3,3,4,4
4194343,20,1,2,5,2,2
4194359,19,2,2,5,5,3
4194380,19,1,3,2,3,2
4194389,29,2,2,3,3,4
4194482,22,2,3,1,1,1
4194487,21,1,3,2,2,2
4194682,29,2,1,4,1,2
4194683,19,1,2,2,2,4
4194684,26,1,2,4,1,1
4194685,19,1,2,4,4,1
4194905,20,1,2,5,1,2
4194906,28,1,2,5,4,2
4194907,20,2,2,5,5,4
4195001,23,1,2,4,4,4
4195005,22,2,3,4,4,4
4195009,21,1,2,4,5,3
4195032,17,2,2,5,3,3
4195035,24,2,2,3,5,4
4195038,24,2,3,1,4,2
4195039,19,2,3,5,3,
4195078,18,2,,4,4,2
4195083,24,2,1,5,3,1
4195153,29,2,2,1,2,2
4195789,27,2,2,3,3,5
4195980,29,1,1,2,4,1
4195983,24,1,3,4,1,2
4195986,21,1,3,2,2,4
4195989,22,1,2,4,5,4
4195994,20,1,3,2,2,1
4196433,29,2,2,4,4,1
4196434,23,2,2,4,2,2
4196435,26,2,2,3,3,2
4196436,28,1,3,,4,4
4196476,29,2,2,1,1,5
4196751,16,2,3,4,2,1
4196753,23,1,2,2,2,3
4196755,25,1,2,4,2,5
4196756,19,2,2,3,2,5
4196771,29,2,3,2,4,2
4196783,18,2,2,4,4,4
4196797,22,1,2,5,3,1
4196798,21,1,3,5,4,2
4196799,21,2,3,5,5,1
4196903,24,1,,4,4,2
4197079,22,1,3,2,2,2
4197080,21,2,2,5,3,4
4197114,25,2,3,5,3,1
4197152,20,1,2,4,3,3
4197154,25,1,2,2,2,2
4197176,23,1,3,1,5,2
4197211,18,2,2,4,4,5
4197268,29,2,1,5,3,1
4197327,19,2,2,4,4,2
4197389,27,1,2,1,1,2
4197396,25,2,3,2,2,4
4197399,27,2,2,5,1,5
4197400,25,1,3,4,2,5
4197432,26,2,2,4,2,2
4197433,18,1,2,4,4,2
4197436,22,2,2,5,3,2
4197449,20,1,3,3,3,4
4197478,25,2,3,3,4,1
4197493,29,1,2,3,3,2
4197509,17,2,3,4,4,1
4197510,18,2,2,5,5,2
4197511,19,1,3,4,4,2
4197603,29,1,2,4,3,2
4197671,19,2,2,5,1,2
4197745,29,2,3,5,5,2
4197748,21,2,3,5,5,1
4197787,25,2,3,4,4,1
4197789,24,2,2,5,5,1
4197790,28,2,2,1,1,5
4197791,28,2,3,5,1,5
4197803,21,2,3,5,5,2
4197804,21,2,2,5,5,2
4197812,19,1,2,4,5,4
4197827,28,1,2,1,5,2
4197909,23,2,,2,4,1
4197910,22,2,2,3,3,4
4197915,23,2,2,5,3,2
4197985,22,2,3,4,3,2
4197986,29,2,3,2,1,5
4197987,29,2,2,4,2,1
4198010,17,1,2,1,2,2
4198036,29,2,2,4,4,1
4198048,27,1,2,3,5,1
4198062,26,1,2,4,3,4
4198067,17,2,1,5,3,5
4198071,19,1,2,5,3,2
4198074,20,2,1,5,3,2
4198103,22,1,2,5,5,3
4198118,29,2,3,5,3,3
4198125,25,1,2,4,1,5
4198126,26,1,2,2,2,1
4198141,23,2,2,5,3,1
4198142,22,2,3,3,4,1
4198158,25,2,,2,4,2
4198228,27,2,2,2,4,2
4198229,23,2,2,5,1,2
4198236,28,1,2,5,1,2
4198243,29,2,2,5,5,3
4198250,18,2,3,4,3,2
4198257,17,2,3,5,3,
4198259,29,1,2,4,2,5
4198282,25,2,2,4,4,2
4198283,27,1,2,4,4,2
4198284,24,2,2,2,4,2
4198302,25,1,3,3,3,4
4198308,16,1,2,4,4,5
4198311,16,2,3,4,4,1
4198320,16,1,2,4,2,4
4198322,25,2,3,2,4,5
4198326,21,2,3,4,4,2
4198398,28,2,2,3,2,1
4198468,26,1,2,5,3,2
4198473,16,1,3,5,4,1
4198509,20,2,2,4,4,4
4198510,19,1,3,2,4,2
4198511,21,2,2,5,4,2
4198512,22,2,2,4,4,1
4198514,22,2,3,4,4,2
4198584,19,1,3,1,1,2
4198589,21,1,,2,,4
4198617,22,2,3,4,3,1
4198618,20,2,3,3,4,2
4198619,28,2,,3,3,2
4198657,16,1,2,4,4,4
4198666,21,1,1,2,4,1
4198672,29,1,2,5,3,1
4198732,27,2,2,3,4,4
4198733,26,1,3,1,3,4
4198763,28,2,2,4,4,2
4198806,18,2,3,2,3,1
4198807,18,2,3,2,3,1
4198808,22,1,2,4,4,1
4198813,21,1,3,4,2,1
4198886,21,1,2,3,3,4
4198957,19,1,2,4,4,1
4198958,27,1,3,1,2,4
4199019,25,1,3,4,4,2
4199041,22,1,3,4,4,5
4199042,19,1,2,4,2,5
4199098,17,2,2,4,1,2
4199189,27,1,2,1,2,1
4199190,23,2,2,4,4,1
4199210,21,2,3,2,2,3
4199995,29,2,3,2,4,2
4200000,20,2,2,4,4,2
4200089,22,2,,3,3,4
4200177,17,1,2,4,2,3
4200179,19,1,1,4,2,1
4200180,20,1,2,4,2,2
4200181,25,1,3,3,2,2
4200190,18,1,3,4,2,2
4200191,19,2,2,4,2,2
4200192,19,2,1,4,1,4
4200193,21,1,1,4,2,2
4200259,23,1,2,4,4,2
4200260,24,2,2,5,3,1
4200261,26,1,2,4,4,2
4200262,17,2,2,5,4,2
4200263,21,1,2,5,5,1
4200275,29,2,3,4,2,2
4200276,24,1,3,2,3,3
4200277,18,2,3,4,4,4
4200278,19,2,2,4,2,1
4200323,25,1,2,2,3,2
4200325,27,2,2,5,2,2
4200326,25,1,2,2,4,2
4200515,27,1,2,5,4,1
4200516,27,1,3,5,5,2
4200517,29,1,2,3,2,1
4200565,19,1,2,3,3,1
4200608,29,2,2,1,4,2
4200609,22,1,2,4,4,4
4200648,25,1,,4,4,
4200723,28,2,,4,4,4
4200757,17,2,3,4,4,4
4200808,23,2,,,,5
4200812,16,1,,4,4,5
4200816,20,1,,1,5,1
4200827,22,2,3,2,4,3
4200842,19,2,,5,1,2
4200855,27,2,2,2,1,2
4200860,26,1,3,2,2,4
4200863,26,1,3,4,2,2
4200913,27,2,2,,4,3
4200916,17,1,3,5,4,1
4201004,27,2,,4,4,1
4201005,23,2,2,4,3,3
4201006,21,1,3,4,3,1
4201007,21,1,3,4,4,2
4201009,20,1,3,4,3,1
4201010,21,1,3,2,2,4
4201011,25,1,3,4,4,1
4201012,26,1,3,4,2,1
4201036,27,2,2,1,5,2
4201043,27,2,2,1,5,4
4201045,27,2,3,5,1,4
4201107,29,1,2,5,3,4
4201109,16,1,1,5,3,2
4201142,19,2,2,3,3,3
4201150,23,2,3,4,3,4
4201157,18,2,2,4,1,4
4201205,29,2,3,5,2,3
4201209,24,1,3,2,2,1
4201241,29,1,1,1,5,2
4201274,29,1,2,4,3,1
4201275,19,1,2,1,4,2
4201276,17,2,2,2,4,3
4201287,23,2,2,4,3,1
4201290,24,2,2,4,3,4
4201291,17,1,1,2,4,3
4201292,24,2,2,4,3,4
4201303,16,2,3,3,3,2
4201305,25,1,3,4,4,2
4201307,28,2,2,1,5,1
4201365,29,1,3,,,2
4201393,25,2,,5,2,1
4201412,15,2,3,3,3,3
4201524,29,1,2,3,3,3
4201536,18,1,2,4,1,4
4201537,19,1,2,2,5,4
4201593,25,1,,4,4,2
4201637,27,1,2,4,3,2
4201649,27,1,2,2,3,4
4201695,29,2,2,3,3,1
4201704,22,2,,,,2
4201744,25,2,,1,2,3
4201783,24,1,3,1,3,1
4201797,20,1,2,4,4,1
4201810,27,1,2,2,4,3
4201811,23,1,3,4,4,1
4201812,23,1,2,5,1,2
4201813,18,2,3,3,2,1
4201817,21,1,2,3,3,2
4201855,21,1,3,4,1,5
4202007,29,2,3,2,4,4
4202008,16,2,,5,1,1
4202009,20,1,3,5,2,2
4202090,20,2,,5,4,2
4202095,27,2,2,5,3,1
4202133,29,2,3,3,4,5
4202134,18,1,3,2,4,1
4202135,22,2,2,2,2,3
4202250,25,2,3,4,4,4
4202291,19,1,3,4,4,1
4202554,17,2,2,1,1,5
4202636,24,2,3,2,4,4
4203244,23,1,3,3,3,3
4203451,16,2,2,5,3,1
4203575,25,2,2,3,3,1
4203577,21,2,2,2,2,2
4203578,29,2,3,3,3,2
4203579,22,2,2,3,3,5
4203580,29,2,2,3,3,1
4203581,17,2,2,3,3,1
4203582,22,2,2,3,3,4
4203583,27,2,2,2,2,3
4203814,22,1,2,4,3,2
4203871,26,1,3,4,3,4
4203872,27,2,3,3,3,1
4203888,29,1,2,3,2,2
4203953,23,2,2,2,4,4
4203965,27,2,2,2,4,3
4204041,29,2,1,5,1,1
4204082,23,2,3,5,2,1
4204104,18,1,3,4,4,4
4204119,16,1,3,3,4,2
4204224,21,2,3,4,2,5
4204225,19,1,3,4,3,2
4204321,19,2,2,2,3,5
4204322,20,1,3,4,4,1
4204423,25,2,2,5,3,2
4204427,24,1,2,5,2,2
4204428,22,2,2,5,2,1
4204429,26,2,1,3,3,1
4204430,25,2,2,3,5,1
4204431,27,2,1,4,4,3
4204434,21,1,1,4,3,1
4204505,25,1,2,3,4,5
4204506,18,1,2,3,3,1
4204525,16,1,3,1,4,3
4204526,21,1,2,1,2,2
4204543,27,2,2,2,2,3
4204642,25,1,3,5,1,2
4204643,25,2,2,1,5,3
4204644,20,1,2,4,1,4
4204645,18,2,3,5,1,4
4204685,28,1,,,4,1
4204689,16,1,3,,,2
4204737,20,2,2,4,1,2
4204738,22,2,2,4,1,3
4204749,23,1,2,2,2,3
4204754,23,2,2,4,2,2
4204769,17,2,3,,4,3
4204778,22,1,2,2,4,1
4204809,16,1,2,1,5,1
4204821,29,2,3,3,3,3
4204823,27,2,3,2,2,2
4204836,16,1,,5,5,1
4204910,26,2,2,5,1,4
4204964,16,1,3,4,4,3
4204974,15,1,2,3,,3
4204983,22,2,,4,3,4
4204984,24,1,3,3,4,2
4205007,28,1,3,,,1
4205011,17,1,1,5,3,1
4205046,17,2,2,3,5,2
4205080,28,1,3,5,1,5
4205394,21,2,2,5,2,2
4205397,29,2,2,5,1,2
4205433,26,1,2,5,5,2
4205436,23,1,3,4,4,5
4205437,18,2,2,4,2,2
4205476,18,1,3,4,4,1
4205484,27,2,2,5,4,1
4205485,29,2,2,4,2,1
4205486,22,2,1,4,2,2
4205487,24,1,2,1,3,3
4205511,20,1,3,1,2,3
4205841,22,2,3,5,2,1
4206088,22,1,2,4,2,1
4206245,29,1,2,3,5,3
4206651,21,2,3,4,4,2
4206972,28,2,2,5,5,2
4207033,21,1,3,4,2,1
4207039,21,1,2,3,,1
4207420,17,1,3,5,2,4
4207421,19,1,2,3,4,3
4207447,21,1,2,4,4,4
4207459,17,2,3,2,4,1
4207460,18,2,,4,5,1
4207651,20,1,2,3,4,4
4207809,18,2,3,4,2,2
4207827,18,2,2,5,2,1
4207828,22,2,,4,2,2
4207927,22,1,,5,2,2
4207928,20,1,2,4,2,1
4207997,25,2,2,4,3,1
4207999,21,1,2,3,3,4
4208027,15,2,2,3,3,3
4208028,29,1,2,2,1,1
4208199,26,2,3,5,4,
4208201,23,2,2,5,2,1
4208202,25,2,2,4,4,1
4208203,23,2,3,4,4,1
4208214,18,1,,4,3,4
4208250,27,2,2,4,1,5
4208318,29,2,3,3,3,1
4208352,16,2,,4,3,1
4208377,18,1,3,4,2,3
4208378,23,1,3,2,4,1
4208402,29,1,2,4,4,1
4208403,25,2,3,3,3,1
4208404,19,1,3,4,4,1
4208503,23,2,2,4,3,4
4208504,22,2,2,4,3,1
4208505,23,2,2,3,2,5
4208531,20,2,3,3,4,5
4208620,29,2,3,3,4,2
4208622,16,2,3,4,2,5
4208623,16,1,3,5,3,3
4208715,29,1,3,2,,2
4208727,21,2,,5,1,2
4208732,21,2,3,5,1,4
4208750,18,2,3,5,1,2
4208754,17,1,2,3,3,1
4208771,29,2,2,2,4,3
4208777,16,1,2,4,,4
4208817,18,1,2,4,3,1
4208891,29,1,2,5,4,2
4208957,25,2,1,3,3,2
4208958,18,2,,5,2,2
4209016,28,2,2,1,3,3
4209028,24,1,2,4,4,2
4209029,18,1,3,3,3,1
4209045,18,1,3,3,4,2
4209046,25,2,2,5,5,1
4209047,16,1,2,3,4,2
4209048,16,1,3,5,4,
4209139,20,2,2,4,2,1
4209187,17,1,3,3,4,2
4209197,22,2,3,5,2,4
4209250,25,2,3,5,4,1
4209255,28,1,,5,2,1
4209294,19,1,2,2,4,4
4209297,28,1,2,3,3,3
4209310,19,1,3,5,4,5
4209311,21,1,2,3,4,2
4209316,23,2,2,2,3,2
4209321,22,2,2,1,5,2
4209349,18,1,3,2,4,4
4209352,19,1,3,2,4,3
4209354,26,2,3,2,2,2
4209359,29,2,2,4,1,4
4209362,26,2,2,4,4,4
4209369,19,2,2,5,3,2
4209370,22,1,2,2,4,2
4209376,26,1,2,5,3,4
4209382,26,1,2,2,2,2
4209432,22,1,2,1,3,2
4210597,15,2,2,4,2,5
4210723,26,2,2,2,2,2
4210724,16,1,2,4,4,1
4210725,26,1,2,4,2,3
4210866,21,2,3,1,2,1
4211363,27,1,,3,5,4
4211409,23,2,3,4,1,3
4211437,18,2,3,5,5,1
4211451,16,2,3,4,3,2
4211452,29,2,2,3,1,5
4211486,24,1,2,3,3,2
4211487,26,1,2,3,2,1
4211654,21,2,3,5,5,1
4211744,28,1,2,5,3,2
4211797,28,2,2,4,1,4
4211940,19,1,1,5,3,4
4211943,28,2,2,5,4,2
4211949,26,1,2,4,2,1
4211961,20,1,3,4,4,2
4212082,21,2,3,5,5,1
4212083,29,2,3,1,3,3
4212084,29,2,3,1,1,5
4212169,18,1,2,4,2,4
4212211,26,2,2,4,4,4
4212212,22,2,2,5,1,2
4212214,25,1,2,5,1,1
4212216,25,1,2,3,3,2
4212229,22,2,,5,2,2
4212230,22,1,2,2,4,1
4212231,23,1,2,4,3,4
4212234,20,1,2,4,4,5
4212315,21,2,2,5,4,2
4212337,17,2,2,4,3,1
4212340,19,2,2,5,4,3
4212376,17,1,,,,4
4212378,23,2,3,4,,1
4212381,29,1,3,2,4,4
4212427,20,2,,5,3,2
4212428,18,2,2,4,2,3
4212583,29,2,2,3,3,1
4212810,21,1,2,4,3,1
4212811,25,2,2,5,2,2
4212836,18,2,3,1,1,1
4212884,18,1,2,1,1,2
4212887,16,1,1,1,3,5
4213108,16,2,2,5,1,
4213186,20,1,2,5,3,4
4213187,28,2,2,3,4,1
4213379,19,2,3,3,3,4
4214052,22,2,2,5,5,4
4214177,17,1,2,4,2,5
4214453,27,1,2,5,3,5
4214562,27,1,3,3,3,
4214659,29,1,2,1,3,2
4214783,18,1,2,3,4,2
4214832,16,2,3,1,3,2
4214833,24,2,2,3,3,2
4214834,28,2,3,1,1,5
4214898,29,1,2,5,5,3
4214899,29,2,2,5,5,4
4214903,19,1,2,2,3,2
4214905,19,1,2,5,3,3
4214993,23,2,3,1,,1
4215011,17,1,3,4,2,2
4215026,29,2,2,1,1,1
4215027,26,1,3,1,1,2
4215147,17,2,2,4,2,2
4215151,19,2,2,5,2,1
4215154,27,2,2,5,1,2
4215181,19,1,3,4,4,2
4215183,16,2,3,5,4,2
4215184,20,2,2,5,4,2
4215185,24,2,3,1,4,1
4215186,16,1,3,5,3,1
4215251,26,2,2,5,4,1
4215256,19,1,2,3,4,3
4215290,29,1,3,1,4,1
4215294,29,2,2,4,4,1
4215306,29,2,3,4,2,1
4215312,17,2,3,4,3,1
4215330,29,1,2,5,5,5
4215334,26,2,2,4,4,1
4215483,19,2,3,1,3,1
4215565,23,2,3,4,2,4
4215688,16,1,2,5,3,3
4215689,18,1,2,3,5,2
4215690,26,1,3,2,3,3
4215691,25,2,2,5,5,1
4215694,16,1,3,4,4,1
4215695,21,1,3,1,2,4
4215696,19,2,2,4,5,1
4215697,20,2,2,4,4,1
4215947,25,2,3,4,3,1
4216087,27,1,2,5,3,1
4216089,24,1,3,1,3,3
4216093,20,2,2,4,4,2
4216207,15,2,2,4,4,4
4216208,18,2,2,5,5,1
4216209,23,2,2,5,4,1
4216210,18,1,3,5,2,4
4216211,21,2,3,4,4,4
4216665,25,1,2,3,5,2
4216838,23,2,3,1,,3
4216841,19,1,3,5,1,1
4216843,29,1,3,1,1,1
4217016,28,2,2,2,4,2
4217018,26,1,3,2,4,2
